Header,Group_name,User_name,How_many_remote_servers_websites_on_the_Internet_can_the_smart_coffee_maker_communicate_with,undefined_IP4_800_80,undefined_IPv6_800_80,undefined_IPv4_777_888,undefined_IPv6_777_888,undefined_IPv4_Any_source_port_Any_destination_port,undefined_IPv6_Any_source_port_Any_destination_port,Which_local_device_can_the_coffee_maker_communicate_with,When_the_smart_coffee_maker_communicates_with_the_motion_sensor_locally_which_source_port_numbers_should_it_use,When_the_smart_coffee_maker_communicates_with_the_motion_sensor_locally_which_destination_port_numbers_should_it_use,When_the_motion_sensor_communicates_with_the_coffee_maker_locally_over_UDP_which_internet_layer_protocol_source_port_number_and_destination_port_number_would_it_use,Can_the_smart_fridge_communicate_with_any_other_local_devices_beside_itself,How_many_local_devices_and_remote_servers_can_the_Vase_device_communicate_with,undefined_www_vaseupdater_com,undefined_www_vasefileserver_com,undefined_www_vasedb_com,undefined_www_vasefirmware_com,undefined_www_vaselinks_com,undefined_www_vasedatabase_com,undefined_TCP_IPv4_Any_Source_Port_443,undefined_TCP_IPv6_Any_Source_Port_443,undefined_UDP_IPv4_Any_Source_Port_Any_Destination_Port,undefined_UDP_IPv6_Any_Source_Port_Any_Destination_Port,ResponseTime,participant,valid_participant,What_is_your_age,Which_gender_do_you_most_identify_with,What_is_the_highest_degree_or_level_of_school_you_have_completed_If_you_are_currently_enrolled_in_school_please_indicate_the_highest_degree_you_have_received_,What_is_your_current_employment_status,What_is_your_annual_income,ResponseTime,participant,valid_participant,undefined_Pretending_to_be_someone_or_a_company_to_steal_users_information,undefined_Making_a_fake_website_that_looks_legitimate_to_steal_user_information,undefined_Sending_spam_emails_Defrauding_someone_online,undefined_Other_methods_for_stealing_information,undefined_Hacking_someones_computer,undefined_Tracking_your_internet_habits_to_send_advertisements_,undefined_I_Do_not_Know,undefined_The_certificate_provides_encryption,undefined_The_certificate_protects_information,undefined_The_certificate_shows_the_website_is_registered_and_valid,undefined_The_certificate_actively_is_secure_and_safe_against_malicious_stuff_including_hackers,undefined_The_website_is_trustworthy_and_has_proper_privacy_protection_and_is_accountable_for_information_use,SQL_injection_is_a_technique_to,The_difference_between_a_passive_and_reactive_Intrusion_Detection_System_is,Without_any_other_changes_in_the_default_settings_of_a_web_server_what_can_be_the_motivation_to_close_port_80,How_many_computer_programming_languages_do_you_know_Not_including_HTML,How_many_years_of_working_experience_do_you_have_in_network_operation_and_security_area,On_average_how_many_times_do_you_have_to_deal_with_computer_security_related_problems,undefined_Firewall,undefined_Antivirus,undefined_Intrusion_Detection_System_IDS,undefined_Secure_Shell_SSH,undefined_Pretty_Good_Privacy_PGP,undefined_Access_control_AC,undefined_Designed_a_website,undefined_Registered_a_domain_name,undefined_Used_SSH,undefined_Configured_a_firewall,undefined_Created_a_database,undefined_Installed_a_computer_program,undefined_Written_a_computer_program,undefined_https,undefined_lock_icon_on_the_page,undefined_certificate,undefined_website_privacy_statements,undefined_type_of_website,undefined_professionallooking_website,undefined_Other,What_is_the_main_definition_of_IoT,What_is_Access_Control_List,ResponseTime,participant,valid_participant,I_think_that_I_would_like_to_perform_this_analysis_frequently,I_found_the_analysis_unnecessarily_complex,I_thought_the_analysis_was_easy,I_think_that_I_would_need_the_support_of_a_technical_person_to_be_able_to_perform_the_analysis,I_found_the_various_components_in_this_analysis_were_well_integrated,I_thought_there_was_too_much_inconsistency_in_this_analysis,I_would_imagine_that_most_people_would_learn_to_use_this_analysis_very_quickly,I_found_this_analysis_very_cumbersome_to_perform,I_felt_very_confident_performing_the_analysis,I_needed_to_learn_a_lot_of_things_before_I_could_get_going_with_the_analysis,ResponseTime,workerId,assignmentId,valid_participant
Values,/mnt/c/Users/vafaa/gitrepos/mud_results/plain,rparvat,2,unchecked,checked,unchecked,checked,unchecked,unchecked,Motion,777_123,888_225,IPv4_225_123,No,0_local_device__3_remote_servers,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,unchecked,unchecked,297501,1cd82322fc6f9d4f50d40fe1df9adee0871010745096aed0e7f3deda3c9f2f7df71fb72812616383d874c82e36db7e205365f3ee618f56df51598ceaa07e42d3,,1830_years,Man,Masters_degree_e.g._MA_MS__MEd,Student,Less_than_20000,62368,1cd82322fc6f9d4f50d40fe1df9adee0871010745096aed0e7f3deda3c9f2f7df71fb72812616383d874c82e36db7e205365f3ee618f56df51598ceaa07e42d3,,checked,checked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Inject_a_malicious_statement_to_the_database_through_a_website,Reactive_IDS_can_reprogram_the_Firewall_and_passive_IDS_does_not,Block_incoming_XMLhttp_Request,15,15_years,Once_every_month,checked,checked,checked,checked,unchecked,unchecked,checked,checked,checked,unchecked,checked,checked,checked,checked,checked,checked,checked,checked,unchecked,unchecked,The_Internet_of_Things_IoT_describes_the_network_of_objects_that_are_connected_and_exchange_data_with_other_devices_and_systems_over_the_internet,list_of_permissions_associated_with_an_object,90822,1cd82322fc6f9d4f50d40fe1df9adee0871010745096aed0e7f3deda3c9f2f7df71fb72812616383d874c82e36db7e205365f3ee618f56df51598ceaa07e42d3,,7,9,8,7,9,9,1,1,5,9,52995,1cd82322fc6f9d4f50d40fe1df9adee0871010745096aed0e7f3deda3c9f2f7df71fb72812616383d874c82e36db7e205365f3ee618f56df51598ceaa07e42d3,,
Values,/mnt/c/Users/vafaa/gitrepos/mud_results/plain,tsamant,4,unchecked,checked,unchecked,unchecked,unchecked,unchecked,Any_local_device,Any_Port,888_225,IPv4_123_50000,Yes,1_local_device__2_remote_servers,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,unchecked,unchecked,799203,714684cc73a552c0c25885db1808dd79abb8c8fdfb5dca638aa034e103f20ffd2177b117606f58402e157c0b708f24799dc7263d0c30bf90d9d5bc1ee2a130cd,,1830_years,Man,Bachelors_degree_e.g._BA_BS,Student,Less_than_20000,78457,714684cc73a552c0c25885db1808dd79abb8c8fdfb5dca638aa034e103f20ffd2177b117606f58402e157c0b708f24799dc7263d0c30bf90d9d5bc1ee2a130cd,,checked,checked,checked,checked,checked,checked,unchecked,checked,checked,checked,checked,checked,Inject_a_malicious_statement_to_the_database_through_a_website,Reactive_IDS_can_reprogram_the_Firewall_and_passive_IDS_does_not,Block_Hypertext_Transfer_Protocol_daemon,15,A_few_months_less_than_a_year,Once_every_month,checked,checked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,checked,checked,checked,checked,unchecked,checked,checked,checked,unchecked,checked,unchecked,unchecked,The_Internet_of_Things_IoT_describes_the_network_of_objects_that_are_connected_and_exchange_data_with_other_devices_and_systems_over_the_internet,list_of_permissions_associated_with_an_object,291374,714684cc73a552c0c25885db1808dd79abb8c8fdfb5dca638aa034e103f20ffd2177b117606f58402e157c0b708f24799dc7263d0c30bf90d9d5bc1ee2a130cd,,7,2,6,1,8,1,7,1,10,6,58513,714684cc73a552c0c25885db1808dd79abb8c8fdfb5dca638aa034e103f20ffd2177b117606f58402e157c0b708f24799dc7263d0c30bf90d9d5bc1ee2a130cd,,
Values,/mnt/c/Users/vafaa/gitrepos/mud_results/plain,vikond,4,checked,checked,unchecked,unchecked,unchecked,checked,Motion,777_123,888_225,IPv4_123_50000,Yes,0_local_device__3_remote_servers,unchecked,unchecked,unchecked,checked,checked,checked,unchecked,checked,unchecked,unchecked,3004871,9b5cb8c444c666e4751b14af2194e6dbde3768d8ffb1d9ceae239e7ad2bc70b089e994dbecccddfb24bf4a76668fc4efa89bd85ee5676028f695b0dd81021c05,,1830_years,Man,Bachelors_degree_e.g._BA_BS,Student,Less_than_20000,102129,9b5cb8c444c666e4751b14af2194e6dbde3768d8ffb1d9ceae239e7ad2bc70b089e994dbecccddfb24bf4a76668fc4efa89bd85ee5676028f695b0dd81021c05,,checked,checked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Inject_a_malicious_statement_to_the_database_through_a_website,Reactive_IDS_can_reprogram_the_Firewall_and_passive_IDS_does_not,I_Do_not_Know,15,A_few_months_less_than_a_year,Once_every_year_or_less,checked,checked,unchecked,checked,unchecked,unchecked,checked,checked,checked,unchecked,checked,checked,checked,checked,unchecked,checked,checked,unchecked,unchecked,unchecked,The_Internet_of_Things_IoT_describes_the_network_of_objects_that_are_connected_and_exchange_data_with_other_devices_and_systems_over_the_internet,list_of_permissions_associated_with_an_object,219731,9b5cb8c444c666e4751b14af2194e6dbde3768d8ffb1d9ceae239e7ad2bc70b089e994dbecccddfb24bf4a76668fc4efa89bd85ee5676028f695b0dd81021c05,,8,7,8,6,6,6,6,6,6,6,70519,9b5cb8c444c666e4751b14af2194e6dbde3768d8ffb1d9ceae239e7ad2bc70b089e994dbecccddfb24bf4a76668fc4efa89bd85ee5676028f695b0dd81021c05,,
Values,/mnt/c/Users/vafaa/gitrepos/mud_results/plain,ysolanky,2,checked,checked,unchecked,unchecked,unchecked,unchecked,Vase,888_225,123_225,IPv4_123_50000,Yes,2_local_devices__2_remote_servers,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,unchecked,unchecked,1012926,561ffcf21b4af1ba62265df382f05f772f6333669a17f12581765ff4ac6eabef58e41e43b2fcf4ed5ff4e371cec7da2dc4c6322f1909f4ade2bebe4b20840da7,,1830_years,Man,Bachelors_degree_e.g._BA_BS,Student,Prefer_not_to_disclose,53708,561ffcf21b4af1ba62265df382f05f772f6333669a17f12581765ff4ac6eabef58e41e43b2fcf4ed5ff4e371cec7da2dc4c6322f1909f4ade2bebe4b20840da7,,checked,checked,checked,checked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Inject_a_malicious_virus_to_the_database_SQL_engine,Passive_IDS_provides_only_alerts_and_reactive_IDS_can_retaliate_by_sending_malicious_code_to_the_attacker,I_Do_not_Know,15,A_few_months_less_than_a_year,Once_every_year_or_less,checked,checked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,checked,unchecked,checked,checked,unchecked,The_Internet_of_Things_IoT_describes_the_network_of_objects_that_are_connected_and_exchange_data_with_other_devices_and_systems_over_the_internet,list_of_permissions_associated_with_an_object,252462,561ffcf21b4af1ba62265df382f05f772f6333669a17f12581765ff4ac6eabef58e41e43b2fcf4ed5ff4e371cec7da2dc4c6322f1909f4ade2bebe4b20840da7,,5,6,4,6,8,3,7,3,4,3,49289,561ffcf21b4af1ba62265df382f05f772f6333669a17f12581765ff4ac6eabef58e41e43b2fcf4ed5ff4e371cec7da2dc4c6322f1909f4ade2bebe4b20840da7,,
Values,/mnt/c/Users/vafaa/gitrepos/mud_results/plain,zhangzit,3,checked,checked,unchecked,unchecked,unchecked,unchecked,Motion,888_225,123_225,IPv4_123_50000,No,0_local_device__3_remote_servers,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,unchecked,unchecked,1259579,57a81d85d5398d836d0f0d86807407af08016890c44b7bfa2e58bc318efbdce906dd5b460132bcd2fa73dd325e79e618284be97080f3887e7262db6f277e5bd6,,3040_years,Man,Masters_degree_e.g._MA_MS__MEd,Student,Less_than_20000,352612,57a81d85d5398d836d0f0d86807407af08016890c44b7bfa2e58bc318efbdce906dd5b460132bcd2fa73dd325e79e618284be97080f3887e7262db6f277e5bd6,,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,Inject_a_malicious_statement_to_the_database_through_a_website,Reactive_IDS_can_reprogram_the_Firewall_and_passive_IDS_does_not,Block_incoming_XMLhttp_Request,510,None,Once_every_month,checked,unchecked,unchecked,checked,unchecked,unchecked,checked,checked,checked,checked,checked,checked,checked,checked,checked,unchecked,unchecked,checked,unchecked,checked,The_Internet_of_Things_IoT_describes_the_network_of_objects_that_are_connected_and_exchange_data_with_other_devices_and_systems_over_the_internet,list_of_permissions_associated_with_an_object,493833,57a81d85d5398d836d0f0d86807407af08016890c44b7bfa2e58bc318efbdce906dd5b460132bcd2fa73dd325e79e618284be97080f3887e7262db6f277e5bd6,,6,4,7,8,3,5,2,8,3,8,131128,57a81d85d5398d836d0f0d86807407af08016890c44b7bfa2e58bc318efbdce906dd5b460132bcd2fa73dd325e79e618284be97080f3887e7262db6f277e5bd6,,
Values,/mnt/c/Users/vafaa/gitrepos/mud_results/plain,zhaodo,3,unchecked,checked,unchecked,unchecked,unchecked,unchecked,Any_local_device,Any_Port,800_80,IPv6_225_123,No,0_local_device__3_remote_servers,unchecked,unchecked,unchecked,checked,checked,checked,unchecked,checked,unchecked,unchecked,1580841,1f79fb3be61cb46c5c5beff8549399d1209a909b1c5490fb21b2585f72e3c2e78b988f265e59ce3b578414454cd815ac70999e9a17b843eeed7ecb4a8cea74d2,,1830_years,Man,Bachelors_degree_e.g._BA_BS,Employed_part_time_less_than_40_hours_per_week,20000_to_34999,190602,1f79fb3be61cb46c5c5beff8549399d1209a909b1c5490fb21b2585f72e3c2e78b988f265e59ce3b578414454cd815ac70999e9a17b843eeed7ecb4a8cea74d2,,checked,checked,checked,checked,unchecked,unchecked,unchecked,checked,unchecked,checked,unchecked,unchecked,Inject_root_user_privileges_to_a_regular_user_without_using_the_graphical_user_interface_GUI_of_the_database,Reactive_IDS_can_reprogram_the_Firewall_and_passive_IDS_does_not,Block_Hypertext_Transfer_Protocol_daemon,510,15_years,Once_every_week,checked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,checked,checked,unchecked,checked,checked,checked,checked,checked,checked,unchecked,checked,checked,unchecked,The_Internet_of_Things_IoT_describes_the_network_of_objects_that_are_connected_and_exchange_data_with_other_devices_and_systems_over_the_internet,list_of_permissions_associated_with_an_object,490263,1f79fb3be61cb46c5c5beff8549399d1209a909b1c5490fb21b2585f72e3c2e78b988f265e59ce3b578414454cd815ac70999e9a17b843eeed7ecb4a8cea74d2,,1,8,2,6,5,3,2,10,4,5,113333,1f79fb3be61cb46c5c5beff8549399d1209a909b1c5490fb21b2585f72e3c2e78b988f265e59ce3b578414454cd815ac70999e9a17b843eeed7ecb4a8cea74d2,,
Values,/mnt/c/Users/vafaa/gitrepos/mud_results/batch2/plain,bgoginen,2,unchecked,unchecked,unchecked,unchecked,checked,checked,Any_local_device,777_123,800_80,IPv4_123_50000,No,3_local_devices__0_remote_servers,unchecked,unchecked,checked,unchecked,unchecked,checked,checked,unchecked,unchecked,checked,1022837,70c5328255ce9abc68a29eed0e43e9f769e0ec823424fa8bbde1025d018b6264dee58ba3f4425e4bed2edfff4d564d6366481c99cb092f93ccb5c24db21e753f,,1830_years,Man,Bachelors_degree_e.g._BA_BS,Student,Less_than_20000,53261,70c5328255ce9abc68a29eed0e43e9f769e0ec823424fa8bbde1025d018b6264dee58ba3f4425e4bed2edfff4d564d6366481c99cb092f93ccb5c24db21e753f,,checked,checked,checked,checked,unchecked,unchecked,unchecked,checked,checked,unchecked,unchecked,unchecked,Inject_a_malicious_virus_to_the_database_SQL_engine,I_Do_not_Know,I_Do_not_Know,510,15_years,Once_every_month,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,The_Internet_of_Things_IoT_describes_the_network_of_objects_that_are_connected_and_exchange_data_with_other_devices_and_systems_over_the_internet,I_dont_know,119795,70c5328255ce9abc68a29eed0e43e9f769e0ec823424fa8bbde1025d018b6264dee58ba3f4425e4bed2edfff4d564d6366481c99cb092f93ccb5c24db21e753f,,10,4,5,7,10,2,10,1,10,6,79216,70c5328255ce9abc68a29eed0e43e9f769e0ec823424fa8bbde1025d018b6264dee58ba3f4425e4bed2edfff4d564d6366481c99cb092f93ccb5c24db21e753f,,
Values,/mnt/c/Users/vafaa/gitrepos/mud_results/batch2/plain,dcshetty,4,checked,checked,unchecked,unchecked,unchecked,unchecked,Any_local_device,888_225,123_225,IPv4_123_50000,No,0_local_device__3_remote_servers,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,unchecked,unchecked,7243865,cbb0ed14828f6375563514b0de4f1869467e76aee5e8e3f7e843a900ca4da2940374966e9c580dd7f368cb6aa94903c3b32f8360c7722e5be91a1811895538a3,,1830_years,Man,Bachelors_degree_e.g._BA_BS,Student,Less_than_20000,88642,cbb0ed14828f6375563514b0de4f1869467e76aee5e8e3f7e843a900ca4da2940374966e9c580dd7f368cb6aa94903c3b32f8360c7722e5be91a1811895538a3,,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,checked,Inject_a_malicious_statement_to_the_database_through_a_website,Reactive_IDS_can_reprogram_the_Firewall_and_passive_IDS_does_not,Block_Hypertext_Transfer_Protocol_daemon,510,None,Once_every_year_or_less,unchecked,unchecked,unchecked,checked,unchecked,unchecked,checked,unchecked,checked,unchecked,checked,checked,checked,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,The_Internet_of_Things_IoT_describes_the_network_of_objects_that_are_connected_and_exchange_data_with_other_devices_and_systems_over_the_internet,list_of_permissions_associated_with_an_object,380585,cbb0ed14828f6375563514b0de4f1869467e76aee5e8e3f7e843a900ca4da2940374966e9c580dd7f368cb6aa94903c3b32f8360c7722e5be91a1811895538a3,,5,2,8,1,5,3,4,3,4,3,106639,cbb0ed14828f6375563514b0de4f1869467e76aee5e8e3f7e843a900ca4da2940374966e9c580dd7f368cb6aa94903c3b32f8360c7722e5be91a1811895538a3,,
Values,/mnt/c/Users/vafaa/gitrepos/mud_results/batch2/plain,neyunni,3,checked,checked,unchecked,unchecked,unchecked,unchecked,Motion,888_225,800_80,IPv4_225_123,Yes,3_local_devices__0_remote_servers,unchecked,checked,checked,unchecked,unchecked,unchecked,unchecked,checked,checked,unchecked,235986,7e2d1c9208cc00b718c3b55f75d5f9bbd5544ed9a90571dfbb3abc0495512e0fe7cff55c84dc8e34a82de1b55c2649844bd84523d1654360067e6ae3ba84462b,,1830_years,Man,Bachelors_degree_e.g._BA_BS,Student,Less_than_20000,56926,7e2d1c9208cc00b718c3b55f75d5f9bbd5544ed9a90571dfbb3abc0495512e0fe7cff55c84dc8e34a82de1b55c2649844bd84523d1654360067e6ae3ba84462b,,checked,unchecked,checked,unchecked,checked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Inject_a_malicious_virus_to_the_database_SQL_engine,I_Do_not_Know,Block_File_Transfer_Protocol_daemon,15,A_few_months_less_than_a_year,Once_every_year_or_less,checked,checked,unchecked,checked,unchecked,checked,checked,checked,unchecked,unchecked,checked,checked,checked,checked,checked,checked,unchecked,checked,checked,unchecked,The_Internet_of_Things_IoT_describes_the_network_of_objects_that_are_connected_and_exchange_data_with_other_devices_and_systems_over_the_internet,list_of_permissions_associated_with_an_object,181335,7e2d1c9208cc00b718c3b55f75d5f9bbd5544ed9a90571dfbb3abc0495512e0fe7cff55c84dc8e34a82de1b55c2649844bd84523d1654360067e6ae3ba84462b,,1,6,1,10,7,6,1,5,1,10,61786,7e2d1c9208cc00b718c3b55f75d5f9bbd5544ed9a90571dfbb3abc0495512e0fe7cff55c84dc8e34a82de1b55c2649844bd84523d1654360067e6ae3ba84462b,,
Values,/mnt/c/Users/vafaa/gitrepos/mud_results/batch2/plain,rddeshmu,2,checked,checked,unchecked,unchecked,unchecked,unchecked,Motion,888_225,123_225,IPv4_123_50000,No,0_local_device__3_remote_servers,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,unchecked,unchecked,1356663,c1e6c2032b8e056c078e9cd68b003931f90552660f301713c489bb5f9408acbae819908ed041e8e294dc28eea8d800a7159229b2ec6ffcfddd8f04e07854eb14,,1830_years,Man,Bachelors_degree_e.g._BA_BS,Employed_part_time_less_than_40_hours_per_week,Less_than_20000,71273,c1e6c2032b8e056c078e9cd68b003931f90552660f301713c489bb5f9408acbae819908ed041e8e294dc28eea8d800a7159229b2ec6ffcfddd8f04e07854eb14,,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,unchecked,unchecked,checked,Inject_a_malicious_statement_to_the_database_through_a_website,Passive_IDS_provides_only_alerts_and_reactive_IDS_can_retaliate_by_sending_malicious_code_to_the_attacker,I_Do_not_Know,15,A_few_months_less_than_a_year,Once_every_year_or_less,checked,checked,unchecked,unchecked,unchecked,unchecked,checked,checked,unchecked,unchecked,checked,checked,checked,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,The_Internet_of_Things_IoT_describes_the_network_of_objects_that_are_connected_and_exchange_data_with_other_devices_and_systems_over_the_internet,list_of_permissions_associated_with_an_object,419978,c1e6c2032b8e056c078e9cd68b003931f90552660f301713c489bb5f9408acbae819908ed041e8e294dc28eea8d800a7159229b2ec6ffcfddd8f04e07854eb14,,6,2,5,7,8,2,5,3,6,7,55597,c1e6c2032b8e056c078e9cd68b003931f90552660f301713c489bb5f9408acbae819908ed041e8e294dc28eea8d800a7159229b2ec6ffcfddd8f04e07854eb14,,
Values,/mnt/c/Users/vafaa/gitrepos/mud_results/batch2/plain,shusingh,3,unchecked,checked,unchecked,unchecked,unchecked,unchecked,Any_local_device,888_225,800_80,IPv4_123_50000,Yes,3_local_devices__0_remote_servers,unchecked,unchecked,unchecked,checked,checked,checked,checked,unchecked,unchecked,unchecked,1056039,ade1036c29e5d761d925e251ffbe48bd9a40d64cecfb9d75f915248fa2a2a751eda0205340f693c2dcb1a05f16c8352f160400e2ea07a5d67c1237013e922f44,,1830_years,Man,Bachelors_degree_e.g._BA_BS,Unemployed_seeking_employment,Less_than_20000,70633,ade1036c29e5d761d925e251ffbe48bd9a40d64cecfb9d75f915248fa2a2a751eda0205340f693c2dcb1a05f16c8352f160400e2ea07a5d67c1237013e922f44,,checked,checked,unchecked,checked,unchecked,unchecked,unchecked,checked,checked,unchecked,checked,checked,Inject_a_malicious_virus_to_the_database_SQL_engine,Passive_IDS_provides_only_alerts_and_reactive_IDS_can_retaliate_by_sending_malicious_code_to_the_attacker,Block_incoming_XMLhttp_Request,15,A_few_months_less_than_a_year,Once_every_year_or_less,checked,checked,unchecked,unchecked,unchecked,unchecked,checked,checked,unchecked,unchecked,checked,checked,checked,checked,checked,checked,unchecked,checked,unchecked,unchecked,The_Internet_of_Things_IoT_describes_the_network_of_objects_that_are_connected_and_exchange_data_with_other_devices_and_systems_over_the_internet,list_of_permissions_associated_with_an_object,421323,ade1036c29e5d761d925e251ffbe48bd9a40d64cecfb9d75f915248fa2a2a751eda0205340f693c2dcb1a05f16c8352f160400e2ea07a5d67c1237013e922f44,,10,8,7,1,10,2,8,6,10,1,129098,ade1036c29e5d761d925e251ffbe48bd9a40d64cecfb9d75f915248fa2a2a751eda0205340f693c2dcb1a05f16c8352f160400e2ea07a5d67c1237013e922f44,,
Values,/mnt/c/Users/vafaa/gitrepos/mud_results/batch2/plain,sualoufi,1,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Vase,888_225,Any_port_number,IPv6_225_123,Yes,1_local_device__2_remote_servers,unchecked,unchecked,unchecked,checked,unchecked,unchecked,checked,checked,unchecked,unchecked,776316,55bcb022a4cc87ea3abc7820b1878c6a60f13aaeffb253345c795731af3d136515a53320529c42d9875f77c88e8e62a926c141867fcf2d02b180506a74d21e89,,1830_years,Man,Bachelors_degree_e.g._BA_BS,Student,20000_to_34999,124584,55bcb022a4cc87ea3abc7820b1878c6a60f13aaeffb253345c795731af3d136515a53320529c42d9875f77c88e8e62a926c141867fcf2d02b180506a74d21e89,,checked,unchecked,checked,checked,unchecked,unchecked,unchecked,checked,checked,checked,unchecked,checked,Inject_a_malicious_statement_to_the_database_through_a_website,Reactive_IDS_can_reprogram_the_Firewall_and_passive_IDS_does_not,Block_Hypertext_Transfer_Protocol_daemon,15,A_few_months_less_than_a_year,Once_every_month,checked,checked,unchecked,checked,unchecked,unchecked,checked,unchecked,checked,checked,checked,checked,checked,checked,checked,unchecked,unchecked,checked,checked,unchecked,The_Internet_of_Things_IoT_describes_the_network_of_objects_that_are_connected_and_exchange_data_with_other_devices_and_systems_over_the_internet,list_of_permissions_associated_with_an_object,598103,55bcb022a4cc87ea3abc7820b1878c6a60f13aaeffb253345c795731af3d136515a53320529c42d9875f77c88e8e62a926c141867fcf2d02b180506a74d21e89,,5,6,5,4,6,4,2,6,4,7,95418,55bcb022a4cc87ea3abc7820b1878c6a60f13aaeffb253345c795731af3d136515a53320529c42d9875f77c88e8e62a926c141867fcf2d02b180506a74d21e89,,
Values,/mnt/c/Users/vafaa/gitrepos/mud_results/batch2/plain,svutuku,4,unchecked,checked,unchecked,checked,unchecked,unchecked,Vase,Any_Port,888_225,IPv4_123_50000,No,3_local_devices__0_remote_servers,checked,checked,checked,checked,checked,checked,unchecked,checked,unchecked,unchecked,1314585,3c68565309667d7010484606b76b74f4779b9cb56e65f3c43bdfc198141fdea14df154eee06614ff7dc4cd299ae4a7181c08ea529a3105585d50f2ee5224a20f,,1830_years,Man,Bachelors_degree_e.g._BA_BS,Employed_part_time_less_than_40_hours_per_week,Less_than_20000,83430,3c68565309667d7010484606b76b74f4779b9cb56e65f3c43bdfc198141fdea14df154eee06614ff7dc4cd299ae4a7181c08ea529a3105585d50f2ee5224a20f,,checked,checked,checked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Inject_a_malicious_statement_to_the_database_through_a_website,Passive_IDS_provides_only_alerts_and_reactive_IDS_can_retaliate_by_sending_malicious_code_to_the_attacker,Block_incoming_XMLhttp_Request,15,15_years,Once_every_week,checked,checked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,unchecked,checked,checked,checked,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,The_Internet_of_Things_IoT_describes_the_network_of_objects_that_are_connected_and_exchange_data_with_other_devices_and_systems_over_the_internet,list_of_permissions_associated_with_an_object,246339,3c68565309667d7010484606b76b74f4779b9cb56e65f3c43bdfc198141fdea14df154eee06614ff7dc4cd299ae4a7181c08ea529a3105585d50f2ee5224a20f,,6,7,2,7,7,2,3,7,5,8,91821,3c68565309667d7010484606b76b74f4779b9cb56e65f3c43bdfc198141fdea14df154eee06614ff7dc4cd299ae4a7181c08ea529a3105585d50f2ee5224a20f,,
