Header,Group_name,User_name,How_many_remote_servers_websites_on_the_Internet_can_the_smart_coffee_maker_communicate_with,undefined_IP4_800_80,undefined_IPv6_800_80,undefined_IPv4_777_888,undefined_IPv6_777_888,undefined_IPv4_Any_source_port_Any_destination_port,undefined_IPv6_Any_source_port_Any_destination_port,Which_local_device_can_the_coffee_maker_communicate_with,When_the_smart_coffee_maker_communicates_with_the_motion_sensor_locally_which_source_port_numbers_should_it_use,When_the_smart_coffee_maker_communicates_with_the_motion_sensor_locally_which_destination_port_numbers_should_it_use,When_the_motion_sensor_communicates_with_the_coffee_maker_locally_over_UDP_which_internet_layer_protocol_source_port_number_and_destination_port_number_would_it_use,Can_the_smart_fridge_communicate_with_any_other_local_devices_beside_itself,How_many_local_devices_and_remote_servers_can_the_Vase_device_communicate_with,undefined_www_vaseupdater_com,undefined_www_vasefileserver_com,undefined_www_vasedb_com,undefined_www_vasefirmware_com,undefined_www_vaselinks_com,undefined_www_vasedatabase_com,undefined_TCP_IPv4_Any_Source_Port_443,undefined_TCP_IPv6_Any_Source_Port_443,undefined_UDP_IPv4_Any_Source_Port_Any_Destination_Port,undefined_UDP_IPv6_Any_Source_Port_Any_Destination_Port,ResponseTime,participant,valid_participant,What_is_your_age,Which_gender_do_you_most_identify_with,What_is_the_highest_degree_or_level_of_school_you_have_completed_If_you_are_currently_enrolled_in_school_please_indicate_the_highest_degree_you_have_received_,What_is_your_current_employment_status,What_is_your_annual_income,ResponseTime,participant,valid_participant,undefined_Pretending_to_be_someone_or_a_company_to_steal_users_information,undefined_Making_a_fake_website_that_looks_legitimate_to_steal_user_information,undefined_Sending_spam_emails_Defrauding_someone_online,undefined_Other_methods_for_stealing_information,undefined_Hacking_someones_computer,undefined_Tracking_your_internet_habits_to_send_advertisements_,undefined_I_Do_not_Know,undefined_The_certificate_provides_encryption,undefined_The_certificate_protects_information,undefined_The_certificate_shows_the_website_is_registered_and_valid,undefined_The_certificate_actively_is_secure_and_safe_against_malicious_stuff_including_hackers,undefined_The_website_is_trustworthy_and_has_proper_privacy_protection_and_is_accountable_for_information_use,SQL_injection_is_a_technique_to,The_difference_between_a_passive_and_reactive_Intrusion_Detection_System_is,Without_any_other_changes_in_the_default_settings_of_a_web_server_what_can_be_the_motivation_to_close_port_80,How_many_computer_programming_languages_do_you_know_Not_including_HTML,How_many_years_of_working_experience_do_you_have_in_network_operation_and_security_area,On_average_how_many_times_do_you_have_to_deal_with_computer_security_related_problems,undefined_Firewall,undefined_Antivirus,undefined_Intrusion_Detection_System_IDS,undefined_Secure_Shell_SSH,undefined_Pretty_Good_Privacy_PGP,undefined_Access_control_AC,undefined_Designed_a_website,undefined_Registered_a_domain_name,undefined_Used_SSH,undefined_Configured_a_firewall,undefined_Created_a_database,undefined_Installed_a_computer_program,undefined_Written_a_computer_program,undefined_https,undefined_lock_icon_on_the_page,undefined_certificate,undefined_website_privacy_statements,undefined_type_of_website,undefined_professionallooking_website,undefined_Other,What_is_the_main_definition_of_IoT,What_is_Access_Control_List,ResponseTime,participant,valid_participant,I_think_that_I_would_like_to_perform_this_analysis_frequently,I_found_the_analysis_unnecessarily_complex,I_thought_the_analysis_was_easy,I_think_that_I_would_need_the_support_of_a_technical_person_to_be_able_to_perform_the_analysis,I_found_the_various_components_in_this_analysis_were_well_integrated,I_thought_there_was_too_much_inconsistency_in_this_analysis,I_would_imagine_that_most_people_would_learn_to_use_this_analysis_very_quickly,I_found_this_analysis_very_cumbersome_to_perform,I_felt_very_confident_performing_the_analysis,I_needed_to_learn_a_lot_of_things_before_I_could_get_going_with_the_analysis,ResponseTime,workerId,assignmentId,valid_participant
Values,/mnt/c/Users/vafaa/gitrepos/mud_results/mudviz,ms115,2,checked,checked,unchecked,unchecked,unchecked,unchecked,Motion,777_123,888_225,IPv4_123_50000,No,0_local_device__3_remote_servers,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,unchecked,unchecked,425312,7ef3539877c17bad5635ac625a9b5cf2b5523deec3c9ed418951a8c48d0d94b49353ac5a030488be05c5c42bb64db77c2da5f418df488b3e0e1ce7de9d731f50,,5060_years,Man,Masters_degree_e.g._MA_MS__MEd,Student,Less_than_20000,110686,7ef3539877c17bad5635ac625a9b5cf2b5523deec3c9ed418951a8c48d0d94b49353ac5a030488be05c5c42bb64db77c2da5f418df488b3e0e1ce7de9d731f50,,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,Inject_a_malicious_virus_to_the_database_SQL_engine,I_Do_not_Know,Block_incoming_XMLhttp_Request,15,15_years,Once_every_year_or_less,checked,checked,unchecked,checked,unchecked,checked,checked,checked,checked,checked,checked,checked,checked,checked,unchecked,checked,checked,checked,unchecked,checked,The_Internet_of_Things_IoT_describes_the_network_of_objects_that_are_connected_and_exchange_data_with_other_devices_and_systems_over_the_internet,list_of_permissions_associated_with_an_object,133499,7ef3539877c17bad5635ac625a9b5cf2b5523deec3c9ed418951a8c48d0d94b49353ac5a030488be05c5c42bb64db77c2da5f418df488b3e0e1ce7de9d731f50,,3,2,8,2,2,2,5,2,8,2,101151,7ef3539877c17bad5635ac625a9b5cf2b5523deec3c9ed418951a8c48d0d94b49353ac5a030488be05c5c42bb64db77c2da5f418df488b3e0e1ce7de9d731f50,,
Values,/mnt/c/Users/vafaa/gitrepos/mud_results/mudviz,mth,2,checked,checked,unchecked,unchecked,unchecked,unchecked,Motion,777_123,888_225,IPv4_123_50000,No,0_local_device__3_remote_servers,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,unchecked,unchecked,621906,58641784b56663b5ca8482c1d950a6e026313cbedff2fceea1896bba8a35b756c5f5a883ea15b96e097198f7a1d1f9e2ab3a60dbd88ed2110552963a8a7d9d05,,1830_years,Man,Bachelors_degree_e.g._BA_BS,Student,20000_to_34999,353050,58641784b56663b5ca8482c1d950a6e026313cbedff2fceea1896bba8a35b756c5f5a883ea15b96e097198f7a1d1f9e2ab3a60dbd88ed2110552963a8a7d9d05,,checked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Inject_a_malicious_statement_to_the_database_through_a_website,I_Do_not_Know,Block_Hypertext_Transfer_Protocol_daemon,510,15_years,Once_every_year_or_less,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,checked,checked,checked,checked,checked,unchecked,checked,checked,checked,The_Internet_of_Things_IoT_describes_the_network_of_objects_that_are_connected_and_exchange_data_with_other_devices_and_systems_over_the_internet,list_of_permissions_associated_with_an_object,228777,58641784b56663b5ca8482c1d950a6e026313cbedff2fceea1896bba8a35b756c5f5a883ea15b96e097198f7a1d1f9e2ab3a60dbd88ed2110552963a8a7d9d05,,8,4,10,1,6,1,2,2,10,1,106869,58641784b56663b5ca8482c1d950a6e026313cbedff2fceea1896bba8a35b756c5f5a883ea15b96e097198f7a1d1f9e2ab3a60dbd88ed2110552963a8a7d9d05,,
Values,/mnt/c/Users/vafaa/gitrepos/mud_results/mudviz,paaphill,2,checked,checked,unchecked,unchecked,unchecked,unchecked,Motion,777_123,888_225,IPv4_123_50000,No,0_local_device__3_remote_servers,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,unchecked,unchecked,535418,89a56ff090cdf3c7990d664d045133dc04fab7532eddf33ed7824cce7eab45d492022c0f77852cec44ec13490d9c95498fb63a0e51a297990975baafacbc51c5,,3040_years,Man,Masters_degree_e.g._MA_MS__MEd,Employed_full_time_40_or_more_hours_per_week,More_than_100000,73744,89a56ff090cdf3c7990d664d045133dc04fab7532eddf33ed7824cce7eab45d492022c0f77852cec44ec13490d9c95498fb63a0e51a297990975baafacbc51c5,,checked,checked,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,Inject_a_malicious_statement_to_the_database_through_a_website,Reactive_IDS_can_reprogram_the_Firewall_and_passive_IDS_does_not,I_Do_not_Know,1,A_few_months_less_than_a_year,Once_every_month,checked,checked,checked,checked,unchecked,checked,checked,checked,checked,checked,checked,checked,checked,checked,checked,checked,unchecked,unchecked,unchecked,checked,The_Internet_of_Things_IoT_describes_the_network_of_objects_that_are_connected_and_exchange_data_with_other_devices_and_systems_over_the_internet,list_of_permissions_associated_with_an_object,523758,89a56ff090cdf3c7990d664d045133dc04fab7532eddf33ed7824cce7eab45d492022c0f77852cec44ec13490d9c95498fb63a0e51a297990975baafacbc51c5,,8,3,7,1,8,1,6,2,7,1,73016,89a56ff090cdf3c7990d664d045133dc04fab7532eddf33ed7824cce7eab45d492022c0f77852cec44ec13490d9c95498fb63a0e51a297990975baafacbc51c5,,
Values,/mnt/c/Users/vafaa/gitrepos/mud_results/mudviz,palchatt,2,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Motion,777_123,888_225,IPv4_123_50000,No,0_local_device__3_remote_servers,unchecked,unchecked,unchecked,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,259185,1d0535155dfe0b88f01afd2445ffc522391fe026da29924f94a5716b4cd9c47efdb0e98b969e9bdd330d935654cd97d78bf531c5eb6f552f8a1ae2ae31cc6ec1,,1830_years,Man,Bachelors_degree_e.g._BA_BS,Student,Less_than_20000,101154,1d0535155dfe0b88f01afd2445ffc522391fe026da29924f94a5716b4cd9c47efdb0e98b969e9bdd330d935654cd97d78bf531c5eb6f552f8a1ae2ae31cc6ec1,,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,Inject_a_malicious_statement_to_the_database_through_a_website,Reactive_IDS_can_reprogram_the_Firewall_and_passive_IDS_does_not,Block_Hypertext_Transfer_Protocol_daemon,15,15_years,Once_every_year_or_less,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,checked,checked,checked,checked,checked,unchecked,checked,checked,checked,The_Internet_of_Things_IoT_describes_the_network_of_objects_that_are_connected_and_exchange_data_with_other_devices_and_systems_over_the_internet,list_of_permissions_associated_with_an_object,299104,1d0535155dfe0b88f01afd2445ffc522391fe026da29924f94a5716b4cd9c47efdb0e98b969e9bdd330d935654cd97d78bf531c5eb6f552f8a1ae2ae31cc6ec1,,4,1,10,1,10,5,10,1,10,1,69645,1d0535155dfe0b88f01afd2445ffc522391fe026da29924f94a5716b4cd9c47efdb0e98b969e9bdd330d935654cd97d78bf531c5eb6f552f8a1ae2ae31cc6ec1,,
Values,/mnt/c/Users/vafaa/gitrepos/mud_results/mudviz,pratsriv,2,checked,checked,unchecked,unchecked,unchecked,unchecked,Motion,777_123,888_225,IPv4_123_50000,No,0_local_device__3_remote_servers,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,unchecked,unchecked,3303093,0b590f34f54b386c26d549f55bd5afdbcaf4db2da3f25a2326a58d4a8a89876573f5e0997dd06312ad16b438fb29a239400b29f8b7806407d8effb8a61c6d1a0,,1830_years,Man,Masters_degree_e.g._MA_MS__MEd,Student,20000_to_34999,91917,0b590f34f54b386c26d549f55bd5afdbcaf4db2da3f25a2326a58d4a8a89876573f5e0997dd06312ad16b438fb29a239400b29f8b7806407d8effb8a61c6d1a0,,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,Inject_a_malicious_statement_to_the_database_through_a_website,Passive_IDS_provides_only_alerts_and_reactive_IDS_can_retaliate_by_sending_malicious_code_to_the_attacker,Block_Hypertext_Transfer_Protocol_daemon,510,15_years,Once_every_year_or_less,checked,unchecked,unchecked,checked,unchecked,unchecked,checked,checked,checked,checked,checked,checked,checked,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,The_Internet_of_Things_IoT_describes_the_network_of_objects_that_are_connected_and_exchange_data_with_other_devices_and_systems_over_the_internet,list_of_permissions_associated_with_an_object,602542,0b590f34f54b386c26d549f55bd5afdbcaf4db2da3f25a2326a58d4a8a89876573f5e0997dd06312ad16b438fb29a239400b29f8b7806407d8effb8a61c6d1a0,,5,5,7,7,5,7,8,8,3,8,79754,0b590f34f54b386c26d549f55bd5afdbcaf4db2da3f25a2326a58d4a8a89876573f5e0997dd06312ad16b438fb29a239400b29f8b7806407d8effb8a61c6d1a0,,
Values,/mnt/c/Users/vafaa/gitrepos/mud_results/mudviz,pvajja,2,checked,checked,unchecked,unchecked,unchecked,unchecked,Motion,777_123,888_225,IPv4_123_50000,No,0_local_device__3_remote_servers,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,unchecked,unchecked,804329,49f1e18806275f48b456fff21c31c4cdf4c91c17678d94c8613da524610ff0719deaf242bfa71ce550df9bf5114463d85c7785df84c1bf24fd2cd1562536b336,,1830_years,Man,Bachelors_degree_e.g._BA_BS,Student,Less_than_20000,209229,49f1e18806275f48b456fff21c31c4cdf4c91c17678d94c8613da524610ff0719deaf242bfa71ce550df9bf5114463d85c7785df84c1bf24fd2cd1562536b336,,checked,checked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Inject_a_malicious_statement_to_the_database_through_a_website,Reactive_IDS_can_reprogram_the_Firewall_and_passive_IDS_does_not,I_Do_not_Know,15,A_few_months_less_than_a_year,Once_every_month,checked,checked,unchecked,checked,unchecked,unchecked,checked,checked,checked,unchecked,checked,checked,checked,checked,checked,checked,unchecked,checked,checked,unchecked,The_Internet_of_Things_IoT_describes_the_network_of_objects_that_are_connected_and_exchange_data_with_other_devices_and_systems_over_the_internet,list_of_permissions_associated_with_an_object,570321,49f1e18806275f48b456fff21c31c4cdf4c91c17678d94c8613da524610ff0719deaf242bfa71ce550df9bf5114463d85c7785df84c1bf24fd2cd1562536b336,,7,1,9,1,10,1,10,2,9,9,122898,49f1e18806275f48b456fff21c31c4cdf4c91c17678d94c8613da524610ff0719deaf242bfa71ce550df9bf5114463d85c7785df84c1bf24fd2cd1562536b336,,
Values,/mnt/c/Users/vafaa/gitrepos/mud_results/mudviz,sossen,2,checked,checked,unchecked,unchecked,unchecked,unchecked,Motion,777_123,888_225,IPv4_123_50000,No,0_local_device__3_remote_servers,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,unchecked,unchecked,714719,bbf8df7f8903d237a135c79f56d6c2d297fbd6faaaa6ceaa712e9008657c9eb997661c17495cf698f91a25745c72aea2bf3a488cb7ffec83f1bae805d22e5923,,1830_years,Woman,Bachelors_degree_e.g._BA_BS,Student,20000_to_34999,189349,bbf8df7f8903d237a135c79f56d6c2d297fbd6faaaa6ceaa712e9008657c9eb997661c17495cf698f91a25745c72aea2bf3a488cb7ffec83f1bae805d22e5923,,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,checked,Inject_a_malicious_statement_to_the_database_through_a_website,Reactive_IDS_can_reprogram_the_Firewall_and_passive_IDS_does_not,Block_Hypertext_Transfer_Protocol_daemon,510,A_few_months_less_than_a_year,Once_every_year_or_less,checked,checked,unchecked,checked,unchecked,unchecked,checked,unchecked,checked,checked,checked,checked,checked,checked,checked,unchecked,unchecked,checked,checked,unchecked,The_Internet_of_Things_IoT_describes_the_network_of_objects_that_are_connected_and_exchange_data_with_other_devices_and_systems_over_the_internet,list_of_permissions_associated_with_an_object,437341,bbf8df7f8903d237a135c79f56d6c2d297fbd6faaaa6ceaa712e9008657c9eb997661c17495cf698f91a25745c72aea2bf3a488cb7ffec83f1bae805d22e5923,,5,6,8,1,8,1,2,5,8,2,173593,bbf8df7f8903d237a135c79f56d6c2d297fbd6faaaa6ceaa712e9008657c9eb997661c17495cf698f91a25745c72aea2bf3a488cb7ffec83f1bae805d22e5923,,
Values,/mnt/c/Users/vafaa/gitrepos/mud_results/mudviz,swpard,2,checked,checked,unchecked,unchecked,unchecked,unchecked,Motion,777_123,888_225,IPv4_123_50000,No,0_local_device__3_remote_servers,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,unchecked,unchecked,533508,ab358d607218a5f7cb3af13fc533d8b66d98cce39d18969a415647733f183b35696adfc4cb87fa6b1f298a62e434de72395dc930a0390ef92870632aec1c3968,,1830_years,Man,Bachelors_degree_e.g._BA_BS,Student,Less_than_20000,98634,ab358d607218a5f7cb3af13fc533d8b66d98cce39d18969a415647733f183b35696adfc4cb87fa6b1f298a62e434de72395dc930a0390ef92870632aec1c3968,,checked,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,checked,Inject_a_statement_that_checks_the_database_integrity_through_a_website,Reactive_IDS_can_reprogram_the_Firewall_and_passive_IDS_does_not,Block_Hypertext_Transfer_Protocol_daemon,15,A_few_months_less_than_a_year,Once_every_month,checked,checked,checked,unchecked,unchecked,unchecked,checked,unchecked,checked,unchecked,checked,checked,checked,checked,unchecked,checked,checked,checked,unchecked,unchecked,The_Internet_of_Things_IoT_describes_the_network_of_objects_that_are_connected_and_exchange_data_with_other_devices_and_systems_over_the_internet,list_of_permissions_associated_with_an_object,368681,ab358d607218a5f7cb3af13fc533d8b66d98cce39d18969a415647733f183b35696adfc4cb87fa6b1f298a62e434de72395dc930a0390ef92870632aec1c3968,,10,1,9,1,8,1,10,1,10,1,57168,ab358d607218a5f7cb3af13fc533d8b66d98cce39d18969a415647733f183b35696adfc4cb87fa6b1f298a62e434de72395dc930a0390ef92870632aec1c3968,,
Values,/mnt/c/Users/vafaa/gitrepos/mud_results/mudviz,yiju,2,checked,checked,unchecked,unchecked,unchecked,unchecked,Motion,777_123,888_225,IPv4_123_50000,No,0_local_device__3_remote_servers,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,unchecked,unchecked,543368,35d92af71fa01a05273e912e13c34431b508ca4b570c0ae20daaac04a6bf02891b793a902fed803e5dd0f89725a477ce9d4f4dba066b315856ab754b595a2b5e,,3040_years,Man,Masters_degree_e.g._MA_MS__MEd,Student,75000_to_99999,65113,35d92af71fa01a05273e912e13c34431b508ca4b570c0ae20daaac04a6bf02891b793a902fed803e5dd0f89725a477ce9d4f4dba066b315856ab754b595a2b5e,,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,Inject_a_malicious_statement_to_the_database_through_a_website,Reactive_IDS_can_reprogram_the_Firewall_and_passive_IDS_does_not,Block_Hypertext_Transfer_Protocol_daemon,510,15_years,Once_every_week,checked,checked,checked,checked,unchecked,unchecked,checked,checked,checked,checked,checked,checked,checked,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,The_Internet_of_Things_IoT_describes_the_network_of_objects_that_are_connected_and_exchange_data_with_other_devices_and_systems_over_the_internet,list_of_permissions_associated_with_an_object,1017140,35d92af71fa01a05273e912e13c34431b508ca4b570c0ae20daaac04a6bf02891b793a902fed803e5dd0f89725a477ce9d4f4dba066b315856ab754b595a2b5e,,3,10,5,1,1,10,1,7,7,3,214347,35d92af71fa01a05273e912e13c34431b508ca4b570c0ae20daaac04a6bf02891b793a902fed803e5dd0f89725a477ce9d4f4dba066b315856ab754b595a2b5e,,
Values,/mnt/c/Users/vafaa/gitrepos/mud_results/mudviz,zhaodo,2,unchecked,checked,unchecked,unchecked,unchecked,unchecked,Motion,777_123,888_225,IPv4_123_50000,No,0_local_device__3_remote_servers,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,unchecked,unchecked,468486,1f79fb3be61cb46c5c5beff8549399d1209a909b1c5490fb21b2585f72e3c2e78b988f265e59ce3b578414454cd815ac70999e9a17b843eeed7ecb4a8cea74d2,,1830_years,Man,Bachelors_degree_e.g._BA_BS,Student,20000_to_34999,257681,1f79fb3be61cb46c5c5beff8549399d1209a909b1c5490fb21b2585f72e3c2e78b988f265e59ce3b578414454cd815ac70999e9a17b843eeed7ecb4a8cea74d2,,checked,checked,checked,checked,unchecked,unchecked,unchecked,checked,unchecked,checked,unchecked,unchecked,Inject_a_malicious_statement_to_the_database_through_a_website,Reactive_IDS_can_reprogram_the_Firewall_and_passive_IDS_does_not,I_Do_not_Know,15,15_years,Once_every_day,checked,checked,unchecked,checked,unchecked,unchecked,checked,checked,checked,unchecked,unchecked,checked,checked,checked,checked,checked,unchecked,checked,checked,unchecked,The_Internet_of_Things_IoT_describes_the_network_of_objects_that_are_connected_and_exchange_data_with_other_devices_and_systems_over_the_internet,list_of_permissions_associated_with_an_object,869979,1f79fb3be61cb46c5c5beff8549399d1209a909b1c5490fb21b2585f72e3c2e78b988f265e59ce3b578414454cd815ac70999e9a17b843eeed7ecb4a8cea74d2,,5,4,9,1,8,3,8,1,10,1,320770,1f79fb3be61cb46c5c5beff8549399d1209a909b1c5490fb21b2585f72e3c2e78b988f265e59ce3b578414454cd815ac70999e9a17b843eeed7ecb4a8cea74d2,,
Values,/mnt/c/Users/vafaa/gitrepos/mud_results/batch2/mudviz,dmanato,2,checked,checked,unchecked,unchecked,unchecked,unchecked,Motion,777_123,888_225,IPv4_123_50000,No,0_local_device__3_remote_servers,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,unchecked,unchecked,303453,946823dfd64a9dcc2a2d10c0f9bec0ff35dd03851299b367e2dc393a5d72a8a2c89b73b722e4d47c196fa762b85415a94389ae5c34ca5a99e75b77b7487bca5c,,1830_years,Woman,Masters_degree_e.g._MA_MS__MEd,Student,20000_to_34999,186714,946823dfd64a9dcc2a2d10c0f9bec0ff35dd03851299b367e2dc393a5d72a8a2c89b73b722e4d47c196fa762b85415a94389ae5c34ca5a99e75b77b7487bca5c,,checked,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,Inject_a_malicious_statement_to_the_database_through_a_website,Passive_IDS_provides_only_alerts_and_reactive_IDS_can_retaliate_by_sending_malicious_code_to_the_attacker,Block_Hypertext_Transfer_Protocol_daemon,15,A_few_months_less_than_a_year,Once_every_year_or_less,unchecked,checked,unchecked,unchecked,checked,checked,checked,checked,checked,checked,checked,checked,checked,checked,checked,checked,unchecked,unchecked,checked,checked,The_Internet_of_Things_IoT_describes_the_network_of_objects_that_are_connected_and_exchange_data_with_other_devices_and_systems_over_the_internet,list_of_permissions_associated_with_an_object,756191,946823dfd64a9dcc2a2d10c0f9bec0ff35dd03851299b367e2dc393a5d72a8a2c89b73b722e4d47c196fa762b85415a94389ae5c34ca5a99e75b77b7487bca5c,,8,2,4,1,8,3,8,2,8,3,111751,946823dfd64a9dcc2a2d10c0f9bec0ff35dd03851299b367e2dc393a5d72a8a2c89b73b722e4d47c196fa762b85415a94389ae5c34ca5a99e75b77b7487bca5c,,
Values,/mnt/c/Users/vafaa/gitrepos/mud_results/batch2/mudviz,josatiru,4,checked,checked,unchecked,unchecked,unchecked,unchecked,Smartfridge,777_123,888_225,IPv4_123_50000,No,0_local_device__3_remote_servers,unchecked,unchecked,unchecked,checked,checked,checked,unchecked,checked,unchecked,unchecked,901579,2eda7e5fdcade22fce745af2d800e1a523c7239013ee4c92c5394449587b0389cbdf468c2ad910f6fe46549224f5fea48360eb61cbd026e1ba65e464046b8eb7,,1830_years,Man,Bachelors_degree_e.g._BA_BS,Student,Less_than_20000,37534,2eda7e5fdcade22fce745af2d800e1a523c7239013ee4c92c5394449587b0389cbdf468c2ad910f6fe46549224f5fea48360eb61cbd026e1ba65e464046b8eb7,,checked,checked,checked,checked,unchecked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,Inject_a_malicious_virus_to_the_database_SQL_engine,Passive_IDS_is_software_based_and_reactive_is_hardware_based,I_Do_not_Know,510,15_years,Many_times_every_day,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,unchecked,checked,checked,checked,unchecked,unchecked,unchecked,unchecked,The_Internet_of_Things_IoT_describes_the_network_of_objects_that_are_connected_and_exchange_data_with_other_devices_and_systems_over_the_internet,list_of_permissions_associated_with_an_object,354998,2eda7e5fdcade22fce745af2d800e1a523c7239013ee4c92c5394449587b0389cbdf468c2ad910f6fe46549224f5fea48360eb61cbd026e1ba65e464046b8eb7,,8,2,7,7,8,2,8,3,8,2,119089,2eda7e5fdcade22fce745af2d800e1a523c7239013ee4c92c5394449587b0389cbdf468c2ad910f6fe46549224f5fea48360eb61cbd026e1ba65e464046b8eb7,,
Values,/mnt/c/Users/vafaa/gitrepos/mud_results/batch2/mudviz,machilla,2,unchecked,checked,unchecked,unchecked,unchecked,unchecked,Smartfridge,777_123,456_50000,IPv4_123_50000,No,0_local_device__3_remote_servers,unchecked,unchecked,unchecked,checked,checked,checked,unchecked,checked,unchecked,unchecked,944352,dc3f23bc176ad212bbebde2b9a2495aaa701c73c16c45c5052f052ee29690cbf3c7ce09baae6a78f509021169feb08b3f7d2222203db65b8a61cc293973cb5a3,,1830_years,Woman,Bachelors_degree_e.g._BA_BS,Student,Less_than_20000,72349,dc3f23bc176ad212bbebde2b9a2495aaa701c73c16c45c5052f052ee29690cbf3c7ce09baae6a78f509021169feb08b3f7d2222203db65b8a61cc293973cb5a3,,checked,checked,checked,checked,unchecked,checked,unchecked,checked,checked,checked,unchecked,unchecked,Inject_a_malicious_statement_to_the_database_through_a_website,Reactive_IDS_can_reprogram_the_Firewall_and_passive_IDS_does_not,Block_Hypertext_Transfer_Protocol_daemon,15,None,Once_every_year_or_less,checked,checked,unchecked,checked,unchecked,unchecked,unchecked,unchecked,checked,unchecked,checked,checked,checked,checked,checked,unchecked,unchecked,checked,checked,unchecked,The_Internet_of_Things_IoT_describes_the_network_of_objects_that_are_connected_and_exchange_data_with_other_devices_and_systems_over_the_internet,list_of_permissions_associated_with_an_object,160264,dc3f23bc176ad212bbebde2b9a2495aaa701c73c16c45c5052f052ee29690cbf3c7ce09baae6a78f509021169feb08b3f7d2222203db65b8a61cc293973cb5a3,,6,4,5,5,8,4,7,4,5,5,63208,dc3f23bc176ad212bbebde2b9a2495aaa701c73c16c45c5052f052ee29690cbf3c7ce09baae6a78f509021169feb08b3f7d2222203db65b8a61cc293973cb5a3,,
Values,/mnt/c/Users/vafaa/gitrepos/mud_results/batch2/mudviz,muparv,2,checked,checked,unchecked,unchecked,unchecked,unchecked,Motion,Any_Port,Any_port_number,IPv4_225_123,No,0_local_device__3_remote_servers,checked,unchecked,unchecked,checked,checked,checked,unchecked,unchecked,checked,unchecked,704707,564e501d888bd6f793ca3c2ceafdfbfea1126b7d717775e7e4aad2db296f1a8da544657dae12ef5af7b1321cc16b2bd5afeaf7316a3eff1f23a8c93be9634032,,1830_years,Man,Bachelors_degree_e.g._BA_BS,Student,Less_than_20000,75506,564e501d888bd6f793ca3c2ceafdfbfea1126b7d717775e7e4aad2db296f1a8da544657dae12ef5af7b1321cc16b2bd5afeaf7316a3eff1f23a8c93be9634032,,checked,checked,checked,checked,checked,checked,unchecked,checked,checked,checked,checked,checked,Inject_a_statement_that_checks_the_database_integrity_through_a_website,Passive_IDS_is_included_in_a_Firewall_while_reactive_IDS_is_a_standalone_network_component,Block_incoming_XMLhttp_Request,15,A_few_months_less_than_a_year,Once_every_year_or_less,checked,checked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,unchecked,checked,checked,checked,checked,checked,checked,checked,checked,checked,checked,unchecked,The_Internet_of_Things_IoT_describes_the_network_of_objects_that_are_connected_and_exchange_data_with_other_devices_and_systems_over_the_internet,list_of_permissions_associated_with_an_object,127774,564e501d888bd6f793ca3c2ceafdfbfea1126b7d717775e7e4aad2db296f1a8da544657dae12ef5af7b1321cc16b2bd5afeaf7316a3eff1f23a8c93be9634032,,10,1,10,1,5,5,5,7,8,4,124974,564e501d888bd6f793ca3c2ceafdfbfea1126b7d717775e7e4aad2db296f1a8da544657dae12ef5af7b1321cc16b2bd5afeaf7316a3eff1f23a8c93be9634032,,
